step,t_play_ms,file_row,file_t_ms,az_cmd,el_cmd,orbit_push,ir_t_ms,rInterAz,rInterEl,delta_ms,note
671,1779124564710,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564840.0,121.26258,19.805930000000004,130.0,
672,1779124564720,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564800.0,121.26258,19.805930000000004,80.0,clamp?
673,1779124564730,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564809.9998,121.26258,19.805930000000004,79.999755859375,clamp?
674,1779124564740,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564820.0,121.26258,19.805930000000004,80.0,clamp?
675,1779124564750,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564830.0002,121.26258,19.805930000000004,80.000244140625,clamp?
676,1779124564760,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564840.0,121.26258,19.805930000000004,80.0,clamp?
677,1779124564770,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564849.9998,121.26258,19.805930000000004,79.999755859375,clamp?
678,1779124564780,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564860.0,121.26258,19.805930000000004,80.0,clamp?
679,1779124564790,68,1779124564700,121.26257946135588,19.805932649659844,0,1779124564870.0002,121.26258,19.805930000000004,80.000244140625,clamp?
680,1779124564800,69,1779124564800,121.27468724452913,19.815697167909164,1,1779124564840.0,121.26258,19.805930000000004,40.0,orbit
681,1779124564810,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564940.0,121.27469,19.815700000000007,130.0,
682,1779124564820,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564900.0,121.27469,19.815700000000007,80.0,clamp?
683,1779124564830,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564910.0002,121.27469,19.815700000000007,80.000244140625,clamp?
684,1779124564840,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564920.0,121.27469,19.815700000000007,80.0,clamp?
685,1779124564850,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564929.9998,121.27469,19.815700000000007,79.999755859375,clamp?
686,1779124564860,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564940.0,121.27469,19.815700000000007,80.0,clamp?
687,1779124564870,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564950.0002,121.27469,19.815700000000007,80.000244140625,clamp?
688,1779124564880,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564960.0,121.27469,19.815700000000007,80.0,clamp?
689,1779124564890,69,1779124564800,121.27468724452913,19.815697167909164,0,1779124564969.9998,121.27469,19.815700000000007,79.999755859375,clamp?
690,1779124564900,70,1779124564900,121.28670033407914,19.82446718634169,1,1779124564940.0,121.27469,19.815700000000007,40.0,orbit
691,1779124564910,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565040.0,121.2867,19.824470000000005,130.0,
692,1779124564920,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565000.0,121.2867,19.824470000000005,80.0,clamp?
693,1779124564930,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565009.9998,121.2867,19.824470000000005,79.999755859375,clamp?
694,1779124564940,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565020.0,121.2867,19.824470000000005,80.0,clamp?
695,1779124564950,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565030.0002,121.2867,19.824470000000005,80.000244140625,clamp?
696,1779124564960,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565040.0,121.2867,19.824470000000005,80.0,clamp?
697,1779124564970,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565049.9998,121.2867,19.824470000000005,79.999755859375,clamp?
698,1779124564980,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565060.0,121.2867,19.824470000000005,80.0,clamp?
699,1779124564990,70,1779124564900,121.28670033407914,19.82446718634169,0,1779124565070.0002,121.2867,19.824470000000005,80.000244140625,clamp?
700,1779124565000,71,1779124565000,121.29886184299603,19.834226290692865,1,1779124565040.0,121.2867,19.824470000000005,40.0,orbit
701,1779124565010,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565140.0,121.29886,19.834230000000005,130.0,
702,1779124565020,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565100.0,121.29886,19.834230000000005,80.0,clamp?
703,1779124565030,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565110.0002,121.29886,19.834230000000005,80.000244140625,clamp?
704,1779124565040,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565120.0,121.29886,19.834230000000005,80.0,clamp?
705,1779124565050,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565129.9998,121.29886,19.834230000000005,79.999755859375,clamp?
706,1779124565060,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565140.0,121.29886,19.834230000000005,80.0,clamp?
707,1779124565070,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565150.0002,121.29886,19.834230000000005,80.000244140625,clamp?
708,1779124565080,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565160.0,121.29886,19.834230000000005,80.0,clamp?
709,1779124565090,71,1779124565000,121.29886184299603,19.834226290692865,0,1779124565169.9998,121.29886,19.834230000000005,79.999755859375,clamp?
710,1779124565100,72,1779124565100,121.31105590028739,19.84398207257752,1,1779124565140.0,121.29886,19.834230000000005,40.0,orbit
711,1779124565110,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565240.0,121.31106,19.843980000000002,130.0,
712,1779124565120,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565200.0,121.31106,19.843980000000002,80.0,clamp?
713,1779124565130,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565209.9998,121.31106,19.843980000000002,79.999755859375,clamp?
714,1779124565140,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565220.0,121.31106,19.843980000000002,80.0,clamp?
715,1779124565150,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565230.0002,121.31106,19.843980000000002,80.000244140625,clamp?
716,1779124565160,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565240.0,121.31106,19.843980000000002,80.0,clamp?
717,1779124565170,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565249.9998,121.31106,19.843980000000002,79.999755859375,clamp?
718,1779124565180,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565260.0,121.31106,19.843980000000002,80.0,clamp?
719,1779124565190,72,1779124565100,121.31105590028739,19.84398207257752,0,1779124565270.0002,121.31106,19.843980000000002,80.000244140625,clamp?
720,1779124565200,73,1779124565200,121.32316070558963,19.852742765726582,1,1779124565240.0,121.31106,19.843980000000002,40.0,orbit
721,1779124565210,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565340.0,121.32316,19.852739999999997,130.0,
722,1779124565220,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565300.0,121.32316,19.852739999999997,80.0,clamp?
723,1779124565230,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565310.0002,121.32316,19.852739999999997,80.000244140625,clamp?
724,1779124565240,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565320.0,121.32316,19.852739999999997,80.0,clamp?
725,1779124565250,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565329.9998,121.32316,19.852739999999997,79.999755859375,clamp?
726,1779124565260,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565340.0,121.32316,19.852739999999997,80.0,clamp?
727,1779124565270,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565350.0002,121.32316,19.852739999999997,80.000244140625,clamp?
728,1779124565280,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565360.0,121.32316,19.852739999999997,80.0,clamp?
729,1779124565290,73,1779124565200,121.32316070558963,19.852742765726582,0,1779124565369.9998,121.32316,19.852739999999997,79.999755859375,clamp?
730,1779124565300,74,1779124565300,121.3354104979336,19.862492923962343,1,1779124565340.0,121.32316,19.852739999999997,40.0,orbit
731,1779124565310,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565440.0,121.33541,19.862489999999994,130.0,
732,1779124565320,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565400.0,121.33541,19.862489999999994,80.0,clamp?
733,1779124565330,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565409.9998,121.33541,19.862489999999994,79.999755859375,clamp?
734,1779124565340,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565420.0,121.33541,19.862489999999994,80.0,clamp?
735,1779124565350,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565430.0002,121.33541,19.862489999999994,80.000244140625,clamp?
736,1779124565360,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565440.0,121.33541,19.862489999999994,80.0,clamp?
737,1779124565370,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565449.9998,121.33541,19.862489999999994,79.999755859375,clamp?
738,1779124565380,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565460.0,121.33541,19.862489999999994,80.0,clamp?
739,1779124565390,74,1779124565300,121.3354104979336,19.862492923962343,0,1779124565470.0002,121.33541,19.862489999999994,80.000244140625,clamp?
740,1779124565400,75,1779124565400,121.3476819956445,19.87224091364092,1,1779124565440.0,121.33541,19.862489999999994,40.0,orbit
741,1779124565410,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565540.0,121.34768,19.872240000000005,130.0,
742,1779124565420,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565500.0,121.34768,19.872240000000005,80.0,clamp?
743,1779124565430,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565510.0002,121.34768,19.872240000000005,80.000244140625,clamp?
744,1779124565440,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565520.0,121.34768,19.872240000000005,80.0,clamp?
745,1779124565450,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565529.9998,121.34768,19.872240000000005,79.999755859375,clamp?
746,1779124565460,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565540.0,121.34768,19.872240000000005,80.0,clamp?
747,1779124565470,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565550.0002,121.34768,19.872240000000005,80.000244140625,clamp?
748,1779124565480,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565560.0,121.34768,19.872240000000005,80.0,clamp?
749,1779124565490,75,1779124565400,121.3476819956445,19.87224091364092,0,1779124565569.9998,121.34768,19.872240000000005,79.999755859375,clamp?
750,1779124565500,76,1779124565500,121.35997109403272,19.88198719375106,1,1779124565540.0,121.34768,19.872240000000005,40.0,orbit
751,1779124565510,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565640.0,121.35997,19.881990000000002,130.0,
752,1779124565520,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565600.0,121.35997,19.881990000000002,80.0,clamp?
753,1779124565530,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565609.9998,121.35997,19.881990000000002,79.999755859375,clamp?
754,1779124565540,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565620.0,121.35997,19.881990000000002,80.0,clamp?
755,1779124565550,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565630.0002,121.35997,19.881990000000002,80.000244140625,clamp?
756,1779124565560,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565640.0,121.35997,19.881990000000002,80.0,clamp?
757,1779124565570,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565649.9998,121.35997,19.881990000000002,79.999755859375,clamp?
758,1779124565580,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565660.0,121.35997,19.881990000000002,80.0,clamp?
759,1779124565590,76,1779124565500,121.35997109403272,19.88198719375106,0,1779124565670.0002,121.35997,19.881990000000002,80.000244140625,clamp?
760,1779124565600,77,1779124565600,121.37215450349079,19.89074012745499,1,1779124565640.0,121.35997,19.881990000000002,40.0,orbit
761,1779124565610,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565740.0,121.37215,19.890739999999994,130.0,
762,1779124565620,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565700.0,121.37215,19.890739999999994,80.0,clamp?
763,1779124565630,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565710.0002,121.37215,19.890739999999994,80.000244140625,clamp?
764,1779124565640,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565720.0,121.37215,19.890739999999994,80.0,clamp?
765,1779124565650,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565729.9998,121.37215,19.890739999999994,79.999755859375,clamp?
766,1779124565660,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565740.0,121.37215,19.890739999999994,80.0,clamp?
767,1779124565670,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565750.0002,121.37215,19.890739999999994,80.000244140625,clamp?
768,1779124565680,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565760.0,121.37215,19.890739999999994,80.0,clamp?
769,1779124565690,77,1779124565600,121.37215450349079,19.89074012745499,0,1779124565769.9998,121.37215,19.890739999999994,79.999755859375,clamp?
770,1779124565700,78,1779124565700,121.3844664752619,19.90048425350621,1,1779124565740.0,121.37215,19.890739999999994,40.0,orbit
771,1779124565710,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565840.0,121.38447,19.90048,130.0,
772,1779124565720,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565800.0,121.38447,19.90048,80.0,clamp?
773,1779124565730,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565809.9998,121.38447,19.90048,79.999755859375,clamp?
774,1779124565740,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565820.0,121.38447,19.90048,80.0,clamp?
775,1779124565750,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565830.0002,121.38447,19.90048,80.000244140625,clamp?
776,1779124565760,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565840.0,121.38447,19.90048,80.0,clamp?
777,1779124565770,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565849.9998,121.38447,19.90048,79.999755859375,clamp?
778,1779124565780,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565860.0,121.38447,19.90048,80.0,clamp?
779,1779124565790,78,1779124565700,121.3844664752619,19.90048425350621,0,1779124565870.0002,121.38447,19.90048,80.000244140625,clamp?
780,1779124565800,79,1779124565800,121.39678372916451,19.910227991675495,1,1779124565840.0,121.38447,19.90048,40.0,orbit
781,1779124565810,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565940.0,121.39678,19.91023,130.0,
782,1779124565820,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565900.0,121.39678,19.91023,80.0,clamp?
783,1779124565830,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565910.0002,121.39678,19.91023,80.000244140625,clamp?
784,1779124565840,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565920.0,121.39678,19.91023,80.0,clamp?
785,1779124565850,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565929.9998,121.39678,19.91023,79.999755859375,clamp?
786,1779124565860,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565940.0,121.39678,19.91023,80.0,clamp?
787,1779124565870,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565950.0002,121.39678,19.91023,80.000244140625,clamp?
788,1779124565880,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565960.0,121.39678,19.91023,80.0,clamp?
789,1779124565890,79,1779124565800,121.39678372916451,19.910227991675495,0,1779124565969.9998,121.39678,19.91023,79.999755859375,clamp?
790,1779124565900,80,1779124565900,121.40898296898395,19.91897967597509,1,1779124565940.0,121.39678,19.91023,40.0,orbit
791,1779124565910,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566040.0,121.40898,19.918980000000005,130.0,
792,1779124565920,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566000.0,121.40898,19.918980000000005,80.0,clamp?
793,1779124565930,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566009.9998,121.40898,19.918980000000005,79.999755859375,clamp?
794,1779124565940,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566020.0,121.40898,19.918980000000005,80.0,clamp?
795,1779124565950,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566030.0002,121.40898,19.918980000000005,80.000244140625,clamp?
796,1779124565960,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566040.0,121.40898,19.918980000000005,80.0,clamp?
797,1779124565970,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566049.9998,121.40898,19.918980000000005,79.999755859375,clamp?
798,1779124565980,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566060.0,121.40898,19.918980000000005,80.0,clamp?
799,1779124565990,80,1779124565900,121.40898296898395,19.91897967597509,0,1779124566070.0002,121.40898,19.918980000000005,80.000244140625,clamp?
800,1779124566000,81,1779124566000,121.42129846174475,19.92872389792043,1,1779124566040.0,121.40898,19.918980000000005,40.0,orbit
801,1779124566010,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566140.0,121.4213,19.92872,130.0,
802,1779124566020,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566100.0,121.4213,19.92872,80.0,clamp?
803,1779124566030,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566110.0002,121.4213,19.92872,80.000244140625,clamp?
804,1779124566040,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566120.0,121.4213,19.92872,80.0,clamp?
805,1779124566050,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566129.9998,121.4213,19.92872,79.999755859375,clamp?
806,1779124566060,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566140.0,121.4213,19.92872,80.0,clamp?
807,1779124566070,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566150.0002,121.4213,19.92872,80.000244140625,clamp?
808,1779124566080,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566160.0,121.4213,19.92872,80.0,clamp?
809,1779124566090,81,1779124566000,121.42129846174475,19.92872389792043,0,1779124566169.9998,121.4213,19.92872,79.999755859375,clamp?
810,1779124566100,82,1779124566100,121.43360759897404,19.938468931408433,1,1779124566140.0,121.4213,19.92872,40.0,orbit
811,1779124566110,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566240.0,121.43361,19.938469999999995,130.0,
812,1779124566120,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566200.0,121.43361,19.938469999999995,80.0,clamp?
813,1779124566130,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566209.9998,121.43361,19.938469999999995,79.999755859375,clamp?
814,1779124566140,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566220.0,121.43361,19.938469999999995,80.0,clamp?
815,1779124566150,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566230.0002,121.43361,19.938469999999995,80.000244140625,clamp?
816,1779124566160,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566240.0,121.43361,19.938469999999995,80.0,clamp?
817,1779124566170,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566249.9998,121.43361,19.938469999999995,79.999755859375,clamp?
818,1779124566180,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566260.0,121.43361,19.938469999999995,80.0,clamp?
819,1779124566190,82,1779124566100,121.43360759897404,19.938468931408433,0,1779124566270.0002,121.43361,19.938469999999995,80.000244140625,clamp?
820,1779124566200,83,1779124566200,121.44579050476723,19.947222792572745,1,1779124566240.0,121.43361,19.938469999999995,40.0,orbit
821,1779124566210,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566340.0,121.44579,19.94722,130.0,
822,1779124566220,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566300.0,121.44579,19.94722,80.0,clamp?
823,1779124566230,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566310.0002,121.44579,19.94722,80.000244140625,clamp?
824,1779124566240,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566320.0,121.44579,19.94722,80.0,clamp?
825,1779124566250,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566329.9998,121.44579,19.94722,79.999755859375,clamp?
826,1779124566260,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566340.0,121.44579,19.94722,80.0,clamp?
827,1779124566270,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566350.0002,121.44579,19.94722,80.000244140625,clamp?
828,1779124566280,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566360.0,121.44579,19.94722,80.0,clamp?
829,1779124566290,83,1779124566200,121.44579050476723,19.947222792572745,0,1779124566369.9998,121.44579,19.94722,79.999755859375,clamp?
830,1779124566300,84,1779124566300,121.45808555703526,19.956969637884054,1,1779124566340.0,121.44579,19.94722,40.0,orbit
831,1779124566310,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566440.0,121.45809,19.95697,130.0,
832,1779124566320,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566400.0,121.45809,19.95697,80.0,clamp?
833,1779124566330,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566409.9998,121.45809,19.95697,79.999755859375,clamp?
834,1779124566340,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566420.0,121.45809,19.95697,80.0,clamp?
835,1779124566350,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566430.0002,121.45809,19.95697,80.000244140625,clamp?
836,1779124566360,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566440.0,121.45809,19.95697,80.0,clamp?
837,1779124566370,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566449.9998,121.45809,19.95697,79.999755859375,clamp?
838,1779124566380,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566460.0,121.45809,19.95697,80.0,clamp?
839,1779124566390,84,1779124566300,121.45808555703526,19.956969637884054,0,1779124566470.0002,121.45809,19.95697,80.000244140625,clamp?
840,1779124566400,85,1779124566400,121.4702543661359,19.965725287792896,1,1779124566440.0,121.45809,19.95697,40.0,orbit
841,1779124566410,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566540.0,121.47025,19.965729999999994,130.0,
842,1779124566420,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566500.0,121.47025,19.965729999999994,80.0,clamp?
843,1779124566430,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566510.0002,121.47025,19.965729999999994,80.000244140625,clamp?
844,1779124566440,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566520.0,121.47025,19.965729999999994,80.0,clamp?
845,1779124566450,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566529.9998,121.47025,19.965729999999994,79.999755859375,clamp?
846,1779124566460,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566540.0,121.47025,19.965729999999994,80.0,clamp?
847,1779124566470,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566550.0002,121.47025,19.965729999999994,80.000244140625,clamp?
848,1779124566480,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566560.0,121.47025,19.965729999999994,80.0,clamp?
849,1779124566490,85,1779124566400,121.4702543661359,19.965725287792896,0,1779124566569.9998,121.47025,19.965729999999994,79.999755859375,clamp?
850,1779124566500,86,1779124566500,121.48253531736812,19.9754739210871,1,1779124566540.0,121.47025,19.965729999999994,40.0,orbit
851,1779124566510,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566640.0,121.48254,19.97547,130.0,
852,1779124566520,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566600.0,121.48254,19.97547,80.0,clamp?
853,1779124566530,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566609.9998,121.48254,19.97547,79.999755859375,clamp?
854,1779124566540,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566620.0,121.48254,19.97547,80.0,clamp?
855,1779124566550,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566630.0002,121.48254,19.97547,80.000244140625,clamp?
856,1779124566560,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566640.0,121.48254,19.97547,80.0,clamp?
857,1779124566570,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566649.9998,121.48254,19.97547,79.999755859375,clamp?
858,1779124566580,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566660.0,121.48254,19.97547,80.0,clamp?
859,1779124566590,86,1779124566500,121.48253531736812,19.9754739210871,0,1779124566670.0002,121.48254,19.97547,80.000244140625,clamp?
860,1779124566600,87,1779124566600,121.49480921189495,19.985223429923177,1,1779124566640.0,121.48254,19.97547,40.0,orbit
861,1779124566610,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566740.0,121.49481,19.985219999999998,130.0,
862,1779124566620,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566700.0,121.49481,19.985219999999998,80.0,clamp?
863,1779124566630,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566710.0002,121.49481,19.985219999999998,80.000244140625,clamp?
864,1779124566640,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566720.0,121.49481,19.985219999999998,80.0,clamp?
865,1779124566650,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566729.9998,121.49481,19.985219999999998,79.999755859375,clamp?
866,1779124566660,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566740.0,121.49481,19.985219999999998,80.0,clamp?
867,1779124566670,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566750.0002,121.49481,19.985219999999998,80.000244140625,clamp?
868,1779124566680,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566760.0,121.49481,19.985219999999998,80.0,clamp?
869,1779124566690,87,1779124566600,121.49480921189495,19.985223429923177,0,1779124566769.9998,121.49481,19.985219999999998,79.999755859375,clamp?
870,1779124566700,88,1779124566700,121.50695685419753,19.993981786677438,1,1779124566740.0,121.49481,19.985219999999998,40.0,orbit
871,1779124566710,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566840.0,121.50696,19.993979999999993,130.0,
872,1779124566720,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566800.0,121.50696,19.993979999999993,80.0,clamp?
873,1779124566730,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566809.9998,121.50696,19.993979999999993,79.999755859375,clamp?
874,1779124566740,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566820.0,121.50696,19.993979999999993,80.0,clamp?
875,1779124566750,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566830.0002,121.50696,19.993979999999993,80.000244140625,clamp?
876,1779124566760,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566840.0,121.50696,19.993979999999993,80.0,clamp?
877,1779124566770,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566849.9998,121.50696,19.993979999999993,79.999755859375,clamp?
878,1779124566780,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566860.0,121.50696,19.993979999999993,80.0,clamp?
879,1779124566790,88,1779124566700,121.50695685419753,19.993981786677438,0,1779124566870.0002,121.50696,19.993979999999993,80.000244140625,clamp?
880,1779124566800,89,1779124566800,121.51921663077938,20.00373310752081,1,1779124566840.0,121.50696,19.993979999999993,40.0,orbit
881,1779124566810,89,1779124566800,121.51921663077938,20.00373310752081,0,1779124566940.0,121.51922,20.003730000000004,130.0,
882,1779124566820,89,1779124566800,121.51921663077938,20.00373310752081,0,1779124566900.0,121.51922,20.003730000000004,80.0,clamp?
883,1779124566830,89,1779124566800,121.51921663077938,20.00373310752081,0,1779124566910.0002,121.51922,20.003730000000004,80.000244140625,clamp?
884,1779124566840,89,1779124566800,121.51921663077938,20.00373310752081,0,1779124566920.0,121.51922,20.003730000000004,80.0,clamp?
885,1779124566850,89,1779124566800,121.51921663077938,20.00373310752081,0,1779124566929.9998,121.51922,20.003730000000004,79.999755859375,clamp?
886,1779124566860,89,1779124566800,121.51921663077938,20.00373310752081,0,1779124566940.0,121.51922,20.003730000000004,80.0,clamp?
