step,t_play_ms,file_row,file_t_ms,az_cmd,el_cmd,orbit_push,ir_t_ms,rInterAz,rInterEl,delta_ms,note
51,1779124558510,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558640.0,120.54112,19.241290000000006,130.0,
52,1779124558520,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558600.0,120.53639,19.23737,80.0,
53,1779124558530,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558609.9998,120.53757,19.238330000000005,79.999755859375,
54,1779124558540,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558620.0,120.53875,19.2393,80.0,
55,1779124558550,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558630.0002,120.53993,19.240300000000005,80.000244140625,
56,1779124558560,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558640.0,120.54112,19.241290000000006,80.0,
57,1779124558570,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558649.9998,120.5423,19.242289999999997,79.999755859375,
58,1779124558580,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558660.0,120.54349,19.243290000000002,80.0,
59,1779124558590,6,1779124558500,120.52470605600307,19.22857894507871,0,1779124558670.0002,120.54466,19.244280000000003,80.000244140625,
60,1779124558600,7,1779124558600,120.53639420187713,19.23737493900277,1,1779124558640.0,120.54112,19.241290000000006,40.0,orbit
61,1779124558610,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558740.0,120.55289,19.25072,130.0,
62,1779124558620,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558700.0,120.5482,19.247159999999994,80.0,
63,1779124558630,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558710.0002,120.54938,19.24808,80.000244140625,
64,1779124558640,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558720.0,120.55054,19.248980000000003,80.0,
65,1779124558650,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558729.9998,120.55172,19.249859999999998,79.999755859375,
66,1779124558660,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558740.0,120.55289,19.25072,80.0,
67,1779124558670,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558750.0002,120.55405,19.251589999999993,80.000244140625,
68,1779124558680,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558760.0,120.55521,19.252449999999996,80.0,
69,1779124558690,7,1779124558600,120.53639420187713,19.23737493900277,0,1779124558769.9998,120.55638,19.25331,79.999755859375,
70,1779124558700,8,1779124558700,120.54819943582939,19.247163178610286,1,1779124558740.0,120.55289,19.25072,40.0,orbit
71,1779124558710,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558840.0,120.56459,19.259739999999994,130.0,
72,1779124558720,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558800.0,120.55988,19.25596,80.0,
73,1779124558730,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558809.9998,120.56106,19.256879999999995,79.999755859375,
74,1779124558740,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558820.0,120.56223,19.257810000000006,80.0,
75,1779124558750,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558830.0002,120.56342,19.25877,80.000244140625,
76,1779124558760,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558840.0,120.56459,19.259739999999994,80.0,
77,1779124558770,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558849.9998,120.56577,19.260729999999995,79.999755859375,
78,1779124558780,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558860.0,120.56696,19.261719999999997,80.0,
79,1779124558790,8,1779124558700,120.54819943582939,19.247163178610286,0,1779124558870.0002,120.56813,19.26272,80.000244140625,
80,1779124558800,9,1779124558800,120.55988336008083,19.25595988891167,1,1779124558840.0,120.56459,19.259739999999994,40.0,orbit
81,1779124558810,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558940.0,120.57168,19.265749999999997,130.0,
82,1779124558820,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558900.0,120.57168,19.265749999999997,80.0,clamp?
83,1779124558830,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558910.0002,120.57168,19.265749999999997,80.000244140625,clamp?
84,1779124558840,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558920.0,120.57168,19.265749999999997,80.0,clamp?
85,1779124558850,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558929.9998,120.57168,19.265749999999997,79.999755859375,clamp?
86,1779124558860,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558940.0,120.57168,19.265749999999997,80.0,clamp?
87,1779124558870,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558950.0002,120.57168,19.265749999999997,80.000244140625,clamp?
88,1779124558880,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558960.0,120.57168,19.265749999999997,80.0,clamp?
89,1779124558890,9,1779124558800,120.55988336008083,19.25595988891167,0,1779124558969.9998,120.57168,19.265749999999997,79.999755859375,clamp?
90,1779124558900,10,1779124558900,120.57168378398387,19.265748930745165,1,1779124558940.0,120.57168,19.265749999999997,40.0,orbit
91,1779124558910,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559040.0,120.57168,19.265749999999997,130.0,clamp?
92,1779124558920,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559000.0,120.57168,19.265749999999997,80.0,clamp?
93,1779124558930,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559009.9998,120.57168,19.265749999999997,79.999755859375,clamp?
94,1779124558940,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559020.0,120.57168,19.265749999999997,80.0,clamp?
95,1779124558950,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559030.0002,120.57168,19.265749999999997,80.000244140625,clamp?
96,1779124558960,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559040.0,120.57168,19.265749999999997,80.0,clamp?
97,1779124558970,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559049.9998,120.57168,19.265749999999997,79.999755859375,clamp?
98,1779124558980,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559060.0,120.57168,19.265749999999997,80.0,clamp?
99,1779124558990,10,1779124558900,120.57168378398387,19.265748930745165,0,1779124559070.0002,120.57168,19.265749999999997,80.000244140625,clamp?
100,1779124559000,11,1779124559000,120.58336229643331,19.27454647488698,1,1779124559040.0,120.57168,19.265749999999997,40.0,orbit
101,1779124559010,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559140.0,120.58336,19.274550000000005,130.0,
102,1779124559020,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559100.0,120.58336,19.274550000000005,80.0,clamp?
103,1779124559030,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559110.0002,120.58336,19.274550000000005,80.000244140625,clamp?
104,1779124559040,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559120.0,120.58336,19.274550000000005,80.0,clamp?
105,1779124559050,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559129.9998,120.58336,19.274550000000005,79.999755859375,clamp?
106,1779124559060,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559140.0,120.58336,19.274550000000005,80.0,clamp?
107,1779124559070,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559150.0002,120.58336,19.274550000000005,80.000244140625,clamp?
108,1779124559080,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559160.0,120.58336,19.274550000000005,80.0,clamp?
109,1779124559090,11,1779124559000,120.58336229643331,19.27454647488698,0,1779124559169.9998,120.58336,19.274550000000005,79.999755859375,clamp?
110,1779124559100,12,1779124559100,120.59503795667723,19.283344474556827,1,1779124559140.0,120.58336,19.274550000000005,40.0,orbit
111,1779124559110,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559240.0,120.59504,19.283339999999995,130.0,
112,1779124559120,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559200.0,120.59504,19.283339999999995,80.0,clamp?
113,1779124559130,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559209.9998,120.59504,19.283339999999995,79.999755859375,clamp?
114,1779124559140,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559220.0,120.59504,19.283339999999995,80.0,clamp?
115,1779124559150,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559230.0002,120.59504,19.283339999999995,80.000244140625,clamp?
116,1779124559160,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559240.0,120.59504,19.283339999999995,80.0,clamp?
117,1779124559170,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559249.9998,120.59504,19.283339999999995,79.999755859375,clamp?
118,1779124559180,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559260.0,120.59504,19.283339999999995,80.0,clamp?
119,1779124559190,12,1779124559100,120.59503795667723,19.283344474556827,0,1779124559270.0002,120.59504,19.283339999999995,80.000244140625,clamp?
120,1779124559200,13,1779124559200,120.6068310117173,19.29313469868474,1,1779124559240.0,120.59504,19.283339999999995,40.0,orbit
121,1779124559210,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559340.0,120.60683,19.293130000000005,130.0,
122,1779124559220,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559300.0,120.60683,19.293130000000005,80.0,clamp?
123,1779124559230,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559310.0002,120.60683,19.293130000000005,80.000244140625,clamp?
124,1779124559240,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559320.0,120.60683,19.293130000000005,80.0,clamp?
125,1779124559250,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559329.9998,120.60683,19.293130000000005,79.999755859375,clamp?
126,1779124559260,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559340.0,120.60683,19.293130000000005,80.0,clamp?
127,1779124559270,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559350.0002,120.60683,19.293130000000005,80.000244140625,clamp?
128,1779124559280,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559360.0,120.60683,19.293130000000005,80.0,clamp?
129,1779124559290,13,1779124559200,120.6068310117173,19.29313469868474,0,1779124559369.9998,120.60683,19.293130000000005,79.999755859375,clamp?
130,1779124559300,14,1779124559300,120.61850482865542,19.301933156293252,1,1779124559340.0,120.60683,19.293130000000005,40.0,orbit
131,1779124559310,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559440.0,120.6185,19.30193,130.0,
132,1779124559320,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559400.0,120.6185,19.30193,80.0,clamp?
133,1779124559330,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559409.9998,120.6185,19.30193,79.999755859375,clamp?
134,1779124559340,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559420.0,120.6185,19.30193,80.0,clamp?
135,1779124559350,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559430.0002,120.6185,19.30193,80.000244140625,clamp?
136,1779124559360,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559440.0,120.6185,19.30193,80.0,clamp?
137,1779124559370,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559449.9998,120.6185,19.30193,79.999755859375,clamp?
138,1779124559380,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559460.0,120.6185,19.30193,80.0,clamp?
139,1779124559390,14,1779124559300,120.61850482865542,19.301933156293252,0,1779124559470.0002,120.6185,19.30193,80.000244140625,clamp?
140,1779124559400,15,1779124559400,120.6302990188086,19.311723539024914,1,1779124559440.0,120.6185,19.30193,40.0,orbit
141,1779124559410,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559540.0,120.6303,19.311719999999994,130.0,
142,1779124559420,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559500.0,120.6303,19.311719999999994,80.0,clamp?
143,1779124559430,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559510.0002,120.6303,19.311719999999994,80.000244140625,clamp?
144,1779124559440,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559520.0,120.6303,19.311719999999994,80.0,clamp?
145,1779124559450,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559529.9998,120.6303,19.311719999999994,79.999755859375,clamp?
146,1779124559460,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559540.0,120.6303,19.311719999999994,80.0,clamp?
147,1779124559470,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559550.0002,120.6303,19.311719999999994,80.000244140625,clamp?
148,1779124559480,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559560.0,120.6303,19.311719999999994,80.0,clamp?
149,1779124559490,15,1779124559400,120.6302990188086,19.311723539024914,0,1779124559569.9998,120.6303,19.311719999999994,79.999755859375,clamp?
150,1779124559500,16,1779124559500,120.64197693852077,19.320521826152753,1,1779124559540.0,120.6303,19.311719999999994,40.0,orbit
151,1779124559510,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559640.0,120.64198,19.320520000000002,130.0,
152,1779124559520,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559600.0,120.64198,19.320520000000002,80.0,clamp?
153,1779124559530,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559609.9998,120.64198,19.320520000000002,79.999755859375,clamp?
154,1779124559540,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559620.0,120.64198,19.320520000000002,80.0,clamp?
155,1779124559550,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559630.0002,120.64198,19.320520000000002,80.000244140625,clamp?
156,1779124559560,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559640.0,120.64198,19.320520000000002,80.0,clamp?
157,1779124559570,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559649.9998,120.64198,19.320520000000002,79.999755859375,clamp?
158,1779124559580,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559660.0,120.64198,19.320520000000002,80.0,clamp?
159,1779124559590,16,1779124559500,120.64197693852077,19.320521826152753,0,1779124559670.0002,120.64198,19.320520000000002,80.000244140625,clamp?
160,1779124559600,17,1779124559600,120.65377820603567,19.330311711195833,1,1779124559640.0,120.64198,19.320520000000002,40.0,orbit
161,1779124559610,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559740.0,120.65378,19.330309999999997,130.0,
162,1779124559620,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559700.0,120.65378,19.330309999999997,80.0,clamp?
163,1779124559630,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559710.0002,120.65378,19.330309999999997,80.000244140625,clamp?
164,1779124559640,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559720.0,120.65378,19.330309999999997,80.0,clamp?
165,1779124559650,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559729.9998,120.65378,19.330309999999997,79.999755859375,clamp?
166,1779124559660,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559740.0,120.65378,19.330309999999997,80.0,clamp?
167,1779124559670,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559750.0002,120.65378,19.330309999999997,80.000244140625,clamp?
168,1779124559680,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559760.0,120.65378,19.330309999999997,80.0,clamp?
169,1779124559690,17,1779124559600,120.65377820603567,19.330311711195833,0,1779124559769.9998,120.65378,19.330309999999997,79.999755859375,clamp?
170,1779124559700,18,1779124559700,120.66546617256294,19.339109190468182,1,1779124559740.0,120.65378,19.330309999999997,40.0,orbit
171,1779124559710,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559840.0,120.66547,19.339110000000005,130.0,
172,1779124559720,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559800.0,120.66547,19.339110000000005,80.0,clamp?
173,1779124559730,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559809.9998,120.66547,19.339110000000005,79.999755859375,clamp?
174,1779124559740,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559820.0,120.66547,19.339110000000005,80.0,clamp?
175,1779124559750,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559830.0002,120.66547,19.339110000000005,80.000244140625,clamp?
176,1779124559760,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559840.0,120.66547,19.339110000000005,80.0,clamp?
177,1779124559770,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559849.9998,120.66547,19.339110000000005,79.999755859375,clamp?
178,1779124559780,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559860.0,120.66547,19.339110000000005,80.0,clamp?
179,1779124559790,18,1779124559700,120.66546617256294,19.339109190468182,0,1779124559870.0002,120.66547,19.339110000000005,80.000244140625,clamp?
180,1779124559800,19,1779124559800,120.67728046475604,19.348897971919488,1,1779124559840.0,120.66547,19.339110000000005,40.0,orbit
181,1779124559810,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559940.0,120.67728,19.3489,130.0,
182,1779124559820,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559900.0,120.67728,19.3489,80.0,clamp?
183,1779124559830,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559910.0002,120.67728,19.3489,80.000244140625,clamp?
184,1779124559840,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559920.0,120.67728,19.3489,80.0,clamp?
185,1779124559850,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559929.9998,120.67728,19.3489,79.999755859375,clamp?
186,1779124559860,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559940.0,120.67728,19.3489,80.0,clamp?
187,1779124559870,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559950.0002,120.67728,19.3489,80.000244140625,clamp?
188,1779124559880,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559960.0,120.67728,19.3489,80.0,clamp?
189,1779124559890,19,1779124559800,120.67728046475604,19.348897971919488,0,1779124559969.9998,120.67728,19.3489,79.999755859375,clamp?
190,1779124559900,20,1779124559900,120.68898442055043,19.357694000777805,1,1779124559940.0,120.67728,19.3489,40.0,orbit
191,1779124559910,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560040.0,120.68898,19.357690000000005,130.0,
192,1779124559920,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560000.0,120.68898,19.357690000000005,80.0,clamp?
193,1779124559930,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560009.9998,120.68898,19.357690000000005,79.999755859375,clamp?
194,1779124559940,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560020.0,120.68898,19.357690000000005,80.0,clamp?
195,1779124559950,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560030.0002,120.68898,19.357690000000005,80.000244140625,clamp?
196,1779124559960,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560040.0,120.68898,19.357690000000005,80.0,clamp?
197,1779124559970,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560049.9998,120.68898,19.357690000000005,79.999755859375,clamp?
198,1779124559980,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560060.0,120.68898,19.357690000000005,80.0,clamp?
199,1779124559990,20,1779124559900,120.68898442055043,19.357694000777805,0,1779124560070.0002,120.68898,19.357690000000005,80.000244140625,clamp?
200,1779124560000,21,1779124560000,120.7008176785306,19.367481029214424,1,1779124560040.0,120.68898,19.357690000000005,40.0,orbit
201,1779124560010,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560140.0,120.70082,19.36748,130.0,
202,1779124560020,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560100.0,120.70082,19.36748,80.0,clamp?
203,1779124560030,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560110.0002,120.70082,19.36748,80.000244140625,clamp?
204,1779124560040,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560120.0,120.70082,19.36748,80.0,clamp?
205,1779124560050,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560129.9998,120.70082,19.36748,79.999755859375,clamp?
206,1779124560060,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560140.0,120.70082,19.36748,80.0,clamp?
207,1779124560070,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560150.0002,120.70082,19.36748,80.000244140625,clamp?
208,1779124560080,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560160.0,120.70082,19.36748,80.0,clamp?
209,1779124560090,21,1779124560000,120.7008176785306,19.367481029214424,0,1779124560169.9998,120.70082,19.36748,79.999755859375,clamp?
210,1779124560100,22,1779124560100,120.71266243070829,19.37726695879309,1,1779124560140.0,120.70082,19.36748,40.0,orbit
211,1779124560110,22,1779124560100,120.71266243070829,19.37726695879309,0,1779124560240.0,120.71266,19.377269999999996,130.0,
212,1779124560120,22,1779124560100,120.71266243070829,19.37726695879309,0,1779124560200.0,120.71266,19.377269999999996,80.0,clamp?
213,1779124560130,22,1779124560100,120.71266243070829,19.37726695879309,0,1779124560209.9998,120.71266,19.377269999999996,79.999755859375,clamp?
214,1779124560140,22,1779124560100,120.71266243070829,19.37726695879309,0,1779124560220.0,120.71266,19.377269999999996,80.0,clamp?
215,1779124560150,22,1779124560100,120.71266243070829,19.37726695879309,0,1779124560230.0002,120.71266,19.377269999999996,80.000244140625,clamp?
216,1779124560160,22,1779124560100,120.71266243070829,19.37726695879309,0,1779124560240.0,120.71266,19.377269999999996,80.0,clamp?
217,1779124560170,22,1779124560100,120.71266243070829,19.37726695879309,0,1779124560249.9998,120.71266,19.377269999999996,79.999755859375,clamp?
